ad_type,city,cname,day,deliver,ftype,invite,maxsal,minsal,name,refresh,type,url,uuid
f,北京,搜狐畅游,5,False,1,False,250,200,数据系统实习生,08-07,intern,https://sxsimg.xiaoyuanzhao.com/58/63/5801C1063347DFD45D39BC91D2AE4563.jpg,inn_mlhvkjxjbpq6
f,北京,中国电信北研院,3,False,1,False,200,150,算法实习生,08-07,intern,https://sxsimg.xiaoyuanzhao.com/24/A0/241E5CD29B1F65C6DC26E3E8EA404DA0.png,inn_cjdltm75lgex
f,成都,软通动力,5,False,1,False,50,40,大数据挖掘,08-06,intern,https://sxsimg.xiaoyuanzhao.com/F0/1C/F08B6DCC87324E04204BF2C860C59A1C.png,inn_rhn86ad9xcnr
f,杭州,中控信息,3,False,1,False,150,100,GIS开发工程师,08-06,intern,https://sxsimg.xiaoyuanzhao.com/47/66/47E4E88B42766B357A031C542E1C3766.png,inn_zhxwgrwvdrua
f,广州,DATALINK,3,False,1,False,100,50,初级数据分析师,08-06,intern,https://sxsimg.xiaoyuanzhao.com/3F/33/3F9AE3ECD58D855A4F60D780C88FBA33.jpg,inn_kituksmm6zvu
f,上海,薇仕网络,3,False,0,False,300,250,2019校招职位-Data analyst,08-06,intern,https://sxsimg.xiaoyuanzhao.com/55/E1/55B90F3C8A3AC2CFE3263517E4395FE1.png,inn_92nkohllcf4c
f,南京,佳泰得,5,False,1,False,150,100,大数据工程师（储备经理）,08-06,intern,https://sxsimg.xiaoyuanzhao.com/BB/2D/BB42507654D5F169C05789FDEF01AA2D.png,inn_sdwf2a0qksds
f,深圳,Webot,4,False,1,False,150,100,数据标注员实习生,08-06,intern,https://sxsimg.xiaoyuanzhao.com/76/89/766AE65EC60388383B7AD45608A29D89.png,inn_ijlsmqam4ybg
f,北京,百度,4,False,1,False,200,150,知识图谱数据研发工程师,08-06,intern,https://sxsimg.xiaoyuanzhao.com/0A/80/0A4DB3F4159F586B0E419CCFE6A34D80.png,inn_edd8y6gkcqcd
f,上海,Leadermall,3,False,1,False,200,150,数据营销实习生,08-05,intern,https://sxsimg.xiaoyuanzhao.com/93/57/935B33993EDDEA2AC03FDD26EE8A5E57.jpg,inn_bgyfpzxntcuc
f,上海,可汗招聘,4,False,1,False,150,100,Digital IT Intern-Invista,08-05,intern,https://sxsimg.xiaoyuanzhao.com/93/67/93D7D9C318185BF65F5AFDDE626E2C67.png,inn_fkxfiq6e11i1
f,北京,德昂公司,5,False,1,False,120,100,统计分析数据挖掘助理,08-04,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-44/f5X98NjZSbRPJEM.jpg,inn_qpazyvnv9mr0
f,杭州,网易,5,False,1,False,150,100,数据挖掘实习生,08-03,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_0umrpbbyqbo8
f,北京,好未来,3,False,1,False,150,100,数据分析实习生,08-03,intern,https://sxsimg.xiaoyuanzhao.com/2F/5C/2F4150A636B91A3AC4BA52DC41E1E95C.png,inn_ermpu9bbtrjs
f,全国,乐有家,5,False,1,False,300,250,销售代表,08-03,intern,https://sxsimg.xiaoyuanzhao.com/21/4F/21C2298926D6A3607B676DABB0CD764F.png,inn_zzhajnns8mpj
f,杭州,网易游戏,4,False,1,False,200,100,数据挖掘实习(杭州）,08-03,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-22/mWSIgB9Di2Ofe6A.jpg,inn_toiobnaafgxo
f,北京,字节跳动,5,False,0,False,250,200,数据建模实习生,08-03,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_tac21fpnojs4
f,北京,滴滴出行,4,False,1,False,300,250,滴滴国际化数据科学实习生,08-02,intern,https://sxsimg.xiaoyuanzhao.com/CF/03/CF68C6D9B996C165F8281689193D7303.jpg,inn_tvbs5zlt8n6u
f,北京,人人车,5,False,1,False,200,150,数据挖掘实习生,08-02,intern,https://sxsimg.xiaoyuanzhao.com/5A/BF/5A266301AD7412A4E6B12B1E03971BBF.jpg,inn_get0s3r9csrl
f,广州,天工网,5,False,1,False,150,100,信息审核专员,08-02,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-26/A147YgjfGSVcmi0.jpg,inn_jbiaeunysw8e
f,深圳,LimeBike,4,False,1,False,298,200,数据挖掘实习生,08-02,intern,https://sxsimg.xiaoyuanzhao.com/19/0B/19DCFBB3CD62AACB020B98E59DDABC0B.jpg,inn_korfp4m0uavs
f,北京,百度,5,False,1,False,200,150,推荐技术平台部文本理解实习生（低质反作弊方向）,08-01,intern,https://sxsimg.xiaoyuanzhao.com/D6/AA/D6B364EB408649F1DA7A5C6BBFE47DAA.jpg,inn_zctvwbb9px5b
f,南京,小西科技,5,False,1,False,150,100,数据分析师,08-01,intern,https://sxsimg.xiaoyuanzhao.com/40/C3/4083F90C050A2D7E932FD2ED770BE6C3.png,inn_j5b98bx6egjy
f,深圳,珍爱网,5,False,1,False,500,300,数据挖掘工程师（2019届秋招岗位）,08-01,intern,https://sxsimg.xiaoyuanzhao.com/82/25/82FFEDBAA07D82CCDD0CED8C9AABA425.png,inn_lz8jcockvvve
f,北京,河狸家,4,False,1,False,200,150,数据分析实习生,07-31,intern,https://sxsimg.xiaoyuanzhao.com/93/F9/93182A9CE71A1B87E7FB03E173A50EF9.jpg,inn_lss7t2gq0uwo
f,北京,蚁合信息,5,False,1,False,150,100,数据分析师,07-31,intern,https://sxsimg.xiaoyuanzhao.com/18/0D/18855295C07267FF68C8A36B3B42FD0D.png,inn_ux1vawobh9sa
f,杭州,网易,5,False,1,False,200,150,数据挖掘实习生,07-30,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_ikwqpg4dy2wj
f,北京,格灵深瞳,4,False,1,False,250,200,机器学习平台开发实习生,07-30,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-22/QDaBVEi5T4G21PW.png,inn_iwu0no4ojrqt
f,北京,去哪儿网,4,False,1,False,200,150,数据开发实习生,07-30,intern,https://sxsimg.xiaoyuanzhao.com/EB/62/EB9EA26CF573E16B61DE4142DD648562.png,inn_w6kv77io35yy
f,武汉,出门问问,5,False,1,False,150,100,数据标注实习生,07-30,intern,https://sxsimg.xiaoyuanzhao.com/4C/15/4CB98CDA58A82499FAE1F0FC6354A615.png,inn_llitoabdh1au
f,北京,智融集团,5,False,0,False,400,300,实习算法工程师,07-30,intern,https://sxsimg.xiaoyuanzhao.com/DC/C9/DC1728FC2EDEEE6576BC3FDBF472F0C9.jpg,inn_u35fkzd0vn7u
f,北京,Talent X,3,False,1,False,150,120,数据分析实习生,07-27,intern,https://sxsimg.xiaoyuanzhao.com/41/C7/41F6C3CA2985CC0640396E5E17D2D5C7.png,inn_c75ex5udmpco
f,北京,博彦科技,5,False,1,False,150,100,语音标注,07-26,intern,https://sxsimg.xiaoyuanzhao.com/2D/9B/2D0345D8F72A236C61E98C63865ABF9B.jpg,inn_kakcenjd3uwi
f,深圳,亚信科技,5,False,1,False,150,100,数据建模,07-25,intern,https://sxsimg.xiaoyuanzhao.com/BA/3B/BAD25D660674E015E42C177A110C2A3B.png,inn_qcwlaw4kahbj
f,北京,奇虎360,4,False,1,False,200,150,19秋招-大数据开发,07-25,intern,https://sxsimg.xiaoyuanzhao.com/81/A4/817CC2E74038599A4D0888FF1400C2A4.jpg,inn_z59kkuyqdcij
f,北京,网易,4,False,1,False,200,160,数据挖掘实习生,07-25,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_alndunr1tyl9
f,北京,百度,5,False,1,False,220,200,数据挖掘实习生,07-24,intern,https://sxsimg.xiaoyuanzhao.com/3E/3D/3E1F42C4AC29CDADFB729234AF43E03D.jpg,inn_4bm1rh6qcrh8
f,北京,优贝斯特,4,False,1,False,200,150,区块链数据分析,07-24,intern,https://sxsimg.xiaoyuanzhao.com/B0/81/B0A163ACAF3266CA1371A96FB879EB81.png,inn_p2wwqaelaeic
f,深圳,亚信,4,False,0,False,200,150,数据建模,07-24,intern,https://sxsimg.xiaoyuanzhao.com/BF/A0/BFC35B81764259089B7632BE0047DAA0.jpg,inn_m3ubtnpltlw7
f,北京,超对称,5,False,1,False,300,150,爬虫实习生,07-24,intern,https://sxsimg.xiaoyuanzhao.com/04/62/04A326270F71A1F9ADBD37B8D8E3BD62.png,inn_fplfmfui556l
f,"北京,上海,深圳",平安科技,4,False,1,False,250,200,数据挖掘工程师实习生,07-23,intern,https://sxsimg.xiaoyuanzhao.com/CD/CB/CDE1220DED778746ADB51211C77EB4CB.jpg,inn_wpoafzpstes9
f,杭州,华信设计,5,False,1,False,150,100,大数据挖掘与分析实习生（杭州）,07-21,intern,https://sxsimg.xiaoyuanzhao.com/EE/27/EE436CCA5837D80A68791C791F059827.png,inn_cnyt3e6j8ny9
f,广州,BIGO,5,False,1,False,500,400,2019届校招岗-数据挖掘算法工程师,07-20,intern,https://sxsimg.xiaoyuanzhao.com/78/55/783C4B7933B46E9FB7F92A52E5B32855.png,inn_d4oxwxrrjuyw
f,成都,23魔方,5,False,1,False,200,150,数据运营分析师,07-20,intern,https://sxsimg.xiaoyuanzhao.com/DF/99/DF727168A9D345D758536F11EEEA1499.png,inn_okuwvjzxya7u
f,北京,滴滴,4,False,1,False,250,200,数据分析实习生,07-20,intern,https://sxsimg.xiaoyuanzhao.com/CF/03/CF68C6D9B996C165F8281689193D7303.jpg,inn_omtiq0qnj9ug
f,北京,百融金服,5,False,1,False,200,150,数据分析实习生,07-20,intern,https://sxsimg.xiaoyuanzhao.com/D6/13/D61E2DA7967E89AE41A5B85229665413.png,inn_tb7o5cplwhfw
f,杭州,诺诺网络,4,False,1,False,150,100,数据运营实习生,07-19,intern,https://sxsimg.xiaoyuanzhao.com/FD/68/FD1A6E750743CD33B43BF02406D7A868.png,inn_klehqo6um7nd
f,北京,懂车帝| 今日头条,5,False,1,False,401,399,数据开发实习生,07-19,intern,https://sxsimg.xiaoyuanzhao.com/37/E4/37FCE497CE16F3324BFE41CED48D6EE4.jpg,inn_odqtlyne4ggi
f,杭州,滴滴出行,4,False,0,False,300,250,数据分析岗位实习生,07-18,intern,https://sxsimg.xiaoyuanzhao.com/3C/D1/3C0BD69C2DC0C5222A061635FDC55BD1.jpg,inn_7lhehjbwgbec
f,北京,京东,5,False,0,False,150,100,数据分析,07-18,intern,https://sxsimg.xiaoyuanzhao.com/E7/0F/E78BA92FAAF585886CF8919E42A6820F.png,inn_5apljnt2h2bl
f,北京,秒帧TV,5,False,1,False,2,1,数据挖掘实习生,07-17,intern,https://sxsimg.xiaoyuanzhao.com/0F/B8/0F9D489945C9135C8607620D81B600B8.png,inn_ttdvddo1p0m1
f,北京,Keep,5,False,1,False,300,250,数据实习生,07-17,intern,https://sxsimg.xiaoyuanzhao.com/5B/99/5B9A83E3AB577294C4896B9C03B34499.JPG,inn_o0pmuud75vme
f,北京,字节跳动,4,False,1,False,400,200,数据挖掘算法实习生 - 国际化,07-17,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_zmgypd14lwyd
f,上海,金融壹账通,3,False,0,False,200,150,数据挖掘分析,07-16,intern,https://sxsimg.xiaoyuanzhao.com/5F/32/5F02588635A88C0ABFF009D4BC383F32.jpg,inn_jy7pxslnaebp
f,北京,百度,4,False,1,False,220,200,大数据分析实习生,07-16,intern,https://sxsimg.xiaoyuanzhao.com/3E/3D/3E1F42C4AC29CDADFB729234AF43E03D.jpg,inn_mj4o0pj1lkbt
f,杭州,源诚科技,3,False,1,False,148,100,数据结构化管理储备,07-12,intern,https://sxsimg.xiaoyuanzhao.com/84/E4/84E6DAC88C539EB5FC4EC7E9B7F1CAE4.png,inn_dkwlx7eemytz
f,杭州,源诚科技,3,False,1,False,151,100,数据结构化实习生,07-12,intern,https://sxsimg.xiaoyuanzhao.com/84/E4/84E6DAC88C539EB5FC4EC7E9B7F1CAE4.png,inn_czhljw46opnx
f,上海,融拓科技,3,False,1,False,200,150,数据算法实习生,07-11,intern,https://sxsimg.xiaoyuanzhao.com/BF/4C/BF900F8112ABDBA0645170270E1A884C.png,inn_knkdn6fsxobo
f,上海,平安科技,3,False,1,False,400,300,数据挖掘工程师,07-04,intern,https://sxsimg.xiaoyuanzhao.com/CD/CB/CDE1220DED778746ADB51211C77EB4CB.jpg,inn_icpwx3ewptrq
f,上海,萨摩耶金服,4,False,0,False,200,150,未来实验室实习生,07-03,intern,https://sxsimg.xiaoyuanzhao.com/96/DB/968094657C5296E6A60EC93490EAE9DB.png,inn_exvdepo7wzca
f,南京,孩子王,4,False,1,False,150,100,数据挖掘工程师,07-02,intern,https://sxsimg.xiaoyuanzhao.com/08/7B/0833F7C7DCA440E5E60199913D17F87B.png,inn_g1zl47wl1zrb
f,北京,SenseTime商汤科技,4,False,1,False,400,200,见习大数据挖掘研究员,06-28,intern,https://sxsimg.xiaoyuanzhao.com/BA/98/BA543EB52FB8D3824D277B31928C4398.jpg,inn_vwgoqjxtvh0v
f,北京,百度,4,False,1,False,220,170,数据挖掘实习工程师,06-21,intern,https://sxsimg.xiaoyuanzhao.com/0A/80/0A4DB3F4159F586B0E419CCFE6A34D80.png,inn_zyepnukaulmp
f,北京,富士通研发,3,False,1,False,230,210,数据挖掘/机器学习方向实习研究员,06-21,intern,https://sxsimg.xiaoyuanzhao.com/E2/73/E23CCE12212226798F20091D1B1CB073.jpg,inn_d4butf0mv8cx
f,北京,Inossem,4,False,1,False,200,100,数据分析员,06-21,intern,https://sxsimg.xiaoyuanzhao.com/66/B1/66ABBAF0843AF99B0587271DC8291FB1.png,inn_5b1taiwaend2
f,深圳,北斗院,5,False,1,False,100,99,数据挖掘实习生,06-21,intern,https://sxsimg.xiaoyuanzhao.com/2C/E9/2CBD1D0433DB49CEDEDDAA044BA9B3E9.png,inn_pmjgeec2jxij
f,上海,元扈保险咨询,5,False,1,False,101,100,数据分析专员（实习生）,06-05,intern,https://sxsimg.xiaoyuanzhao.com/B7/D7/B77B45908CD40E50E6B2246E8C990ED7.png,inn_e07joj9tlqim
f,上海,元扈保险咨询,4,False,1,False,101,100,数据分析专员（实习生）,06-05,intern,https://sxsimg.xiaoyuanzhao.com/B7/D7/B77B45908CD40E50E6B2246E8C990ED7.png,inn_3gyrljn52f25
f,上海,元扈保险咨询,5,False,1,False,110,100,数据分析（实习生）,06-05,intern,https://sxsimg.xiaoyuanzhao.com/B7/D7/B77B45908CD40E50E6B2246E8C990ED7.png,inn_tl6nd9y2oybo
f,北京,凤凰新闻客户端,4,False,1,False,150,120,【实习】凤凰网数据挖掘/分析工程师,06-04,intern,https://sxsimg.xiaoyuanzhao.com/EF/11/EF71C2278318BED50216E90718250211.jpg,inn_8hmilboovllf
f,北京,字节跳动,4,False,1,False,400,300,数据研发实习生,06-04,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_9kochtpa72wm
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,06-04,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_bpalmr6ezhvn
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,05-29,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_cosncbzwsg9d
f,西安,学大教育,2,False,1,False,120,100,数据分析实习生,05-23,intern,https://sxsimg.xiaoyuanzhao.com/FA/E8/FA5C01AD79169D3F2B342FCE035CF9E8.png,inn_ntzzqg3tkiok
f,北京,多盟,4,False,1,False,260,200,广告算法实习生,05-18,intern,https://sxsimg.xiaoyuanzhao.com/4E/AD/4E52C5D234E88F6FDAD57277BF9073AD.png,inn_bh4vbcmxxmpa
f,北京,百度,5,False,1,False,220,170,北京_策略（机器学习/数据挖掘）实习生,05-18,intern,https://sxsimg.xiaoyuanzhao.com/3E/3D/3E1F42C4AC29CDADFB729234AF43E03D.jpg,inn_otlrzg6kz4zq
f,北京,途家网,4,False,1,False,180,150,爬虫工程师,05-15,intern,https://sxsimg.xiaoyuanzhao.com/26/D9/26C01C71908CC0942AF7B34039E9C7D9.jpg,inn_7osopqua8mdi
f,广州,凡科,5,False,1,False,363,272,需求工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/55/1B/55CF6183284AC360F172DE487478EC1B.jpg,inn_vwrtt8c0mb5s
f,天津,数能科技,4,False,1,False,100,80,数据处理,04-22,intern,https://sxsimg.xiaoyuanzhao.com/94/FA/94613F47073144AD33EBF07C6D585EFA.png,inn_geqitsr4pqup
f,北京,今日头条,4,False,1,False,320,280,数据仓库与数据分析实习生,04-17,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_nxszdob7kzig
f,上海,汇纳科技,3,False,1,False,120,100,数据分析师实习生,04-16,intern,https://sxsimg.xiaoyuanzhao.com/A0/17/A095962D2D25F5881CC162E4CB82C317.png,inn_pjvcfd6rb8wu
f,北京,大通天成,5,False,1,False,149,100,大数据分析师,04-12,intern,https://sxsimg.xiaoyuanzhao.com/A1/1F/A17ECBDA6FD1A8CA37BFEA720E9B121F.jpg,inn_razdgj2o4aah
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_clxzfo1erjaz
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_ol0ldg2yupys
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_erd3pbcc5usx
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-06,intern,https://sxsimg.xiaoyuanzhao.com/D5/22/D5597487DD52585D711B87006801A922.png,inn_rz3rohior2yf
f,北京,天眼查,4,False,1,False,400,200,算法实习生（数据挖掘方向）,03-02,intern,https://sxsimg.xiaoyuanzhao.com/41/5C/411F42E3F0A7E9B66F4F95AFA81F455C.png,inn_4gzhqnqcwebx
f,"北京,上海",链家网,3,False,1,False,400,200,机器学习/数据挖掘工程师【实习岗】,03-01,intern,https://sxsimg.xiaoyuanzhao.com/4B/44/4B198EAACCA3631BD4423271A648FF44.png,inn_bktkqf8y1o6b
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,02-27,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_uxoebgtxgmg6
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,01-31,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_parhpjlsytt7
